21.746000000000002,6.3,106.86800000000001,1
28.548000000000002,6.3,113.66900000000001,1
32.696,6.3,117.81800000000001,1
32.696,6.3,119.56800000000001,1
40.696,6.3,119.56800000000001,1
40.696,6.3,134.568,1
50.539,6.3,134.568,1
73.28200000000001,6.3,132.20499999999998,1
94.221,6.3,124.7,1
113.90299999999999,6.3,111.622,1
129.44,6.3,96.764,1
141.227,6.3,81.417,1
150.081,6.3,66.571,1
156.56,6.3,52.309000000000005,1
161.08599999999998,6.3,38.604,1
164.05,6.3,25.416,1
165.74,6.3,12.611,1
166.304,6.3,0.0,1
165.74,6.3,-12.611,1
164.026,6.3,-25.407,1
161.054,6.3,-38.586,1
156.512,6.3,-52.267999999999994,1
150.03900000000002,6.3,-66.521,1
141.267,6.3,-81.486,1
129.397,6.3,-96.646,1
113.899,6.3,-111.602,1
94.221,6.3,-124.54400000000001,1
73.297,6.3,-132.106,1
50.005,6.3,-134.432,1
38.696,6.3,-134.432,1
32.696,6.3,-134.432,1
32.696,6.3,-117.68199999999999,1
28.049,6.3,-113.03399999999999,1
21.746000000000002,6.3,-106.732,1
21.746000000000002,6.3,106.86800000000001,1
