6.0729999999999995,0.968,129.97899999999998,1
6.0729999999999995,0.968,152.568,1
14.55,2.7030000000000003,152.568,1
15.716,2.919,152.568,1
25.924,4.8149999999999995,152.568,1
33.537,6.3,152.568,1
44.696,6.3,152.568,1
70.29400000000001,6.3,151.068,1
94.221,6.3,144.462,1
117.43499999999999,6.3,131.655,1
136.274,6.3,115.53900000000002,1
151.184,6.3,98.662,1
162.477,6.3,81.34400000000001,1
170.991,6.3,64.41799999999999,1
177.127,6.3,47.866,1
181.13,6.3,31.631999999999998,1
183.421,6.3,15.728,1
184.308,6.3,0.0,1
183.398,6.3,-15.724,1
181.091,6.3,-31.618000000000002,1
177.09,6.3,-47.845,1
170.943,6.3,-64.377,1
162.443,6.3,-81.304,1
151.134,6.3,-98.576,1
136.199,6.3,-115.333,1
117.38699999999999,6.3,-131.382,1
94.221,6.3,-144.3,1
70.373,6.3,-150.572,1
44.696,6.3,-150.572,1
32.03,6.171672376,-150.572,1
25.31,4.876835087,-150.572,1
15.502,2.986989234,-150.572,1
6.0729999999999995,0.968,-150.572,1
6.0729999999999995,0.968,-129.81300000000002,1
6.0729999999999995,0.968,129.97899999999998,1
